"","x"
"267",194
"266",30
"265",222
"264",223
"263",224
"262",224
"261",225
"260",66
"259",226
"258",194
"257",223
"256",223
"255",223
"254",223
"253",137
"252",223
"251",101
"250",137
"249",137
"248",227
"247",223
"246",66
"245",28
"244",4
"243",228
"242",30
"241",229
"240",28
"239",230
"238",223
"237",137
"236",182
"235",231
"234",6
"233",224
"232",224
"231",232
"230",233
"229",234
"228",235
"227",28
"226",236
"225",179
"224",179
"223",179
"222",179
"221",179
"220",179
"219",224
"218",237
"217",51
"216",90
"215",4
"214",238
"213",28
"212",224
"211",239
"210",179
"209",224
"208",240
"207",224
"206",241
"205",242
"204",90
"203",222
"202",224
"201",223
"200",90
"199",224
"198",243
"197",244
"196",223
"195",222
"194",232
"193",245
"192",243
"191",246
"190",247
"189",51
"188",173
"187",248
"186",248
"185",248
"184",249
"183",28
"182",250
"181",40
"180",137
"179",251
"178",252
"177",253
"176",254
"175",255
"174",256
"173",257
"172",258
"171",259
"170",258
"169",260
"168",256
"167",256
"166",261
"165",262
"164",263
"163",261
"162",261
"161",261
"160",261
"159",261
"158",264
"157",261
"156",261
"155",261
"154",260
"153",265
"152",266
"151",29
"150",266
"149",267
"148",268
"147",267
"146",267
"145",269
"144",266
"143",266
"142",41
"141",237
"140",270
"139",226
"138",158
"137",266
"136",159
"135",159
"134",271
"133",138
"132",266
"131",266
"130",272
"129",272
"128",272
"127",273
"126",273
"125",274
"124",272
"123",272
"122",272
"121",76
"120",13
"119",23
"118",275
"117",276
"116",277
"115",278
"114",276
"113",276
"112",279
"111",41
"110",15
"109",26
"108",279
"107",280
"106",275
"105",281
"104",15
"103",282
"102",283
"101",27
"100",8
"99",10
"98",28
"97",223
"96",27
"95",284
"94",285
"93",6
"92",103
"91",101
"90",28
"89",26
"88",201
"87",282
"86",16
"85",23
"84",23
"83",23
"82",285
"81",286
"80",34
"79",15
"78",28
"77",26
"76",201
"75",282
"74",16
"73",286
"72",23
"71",23
"70",285
"69",23
"68",23
"67",23
"66",285
"65",287
"64",288
"63",289
"62",290
"61",291
"60",30
"59",31
"58",31
"57",70
"56",292
"55",291
"54",103
"53",293
"52",294
"51",289
"50",57
"49",295
"48",176
"47",295
"46",296
"45",297
"44",131
"43",26
"42",117
"41",298
"40",299
"39",22
"38",22
"37",31
"36",31
"35",31
"34",31
"33",167
"32",300
"31",301
"30",202
"29",173
"28",41
"27",15
"26",302
"25",275
"24",303
"23",304
"22",280
"21",11
"20",173
"19",305
"18",275
"17",303
"16",302
"15",20
"14",11
"13",8
"12",95
"11",62
"10",10
"9",30
"8",28
"7",20
"6",187
"5",306
"4",306
"3",187
"2",306
"1",247
