"","x"
"453",209
"454",201
"455",199
"456",202
"457",199
"458",94
"459",47
"460",215
"461",197
"462",198
"463",216
"464",216
"465",203
"466",216
"467",216
"468",217
"469",54
"470",218
"471",219
"472",219
"473",219
"474",220
"475",221
"476",222
"477",223
"478",37
"479",224
"480",224
"481",224
"482",224
"483",54
"484",217
"485",225
"486",226
"487",215
"488",227
"489",228
"490",228
"491",228
"492",8
"493",229
"494",230
"495",218
"496",224
"497",85
"498",110
"499",231
"500",232
"501",193
"502",233
"503",204
"504",234
"505",234
"506",235
"507",235
"508",235
"509",236
"510",237
"511",57
"512",236
"513",238
"514",238
"515",238
"516",238
"517",239
"518",239
"519",239
"520",239
"521",239
"522",239
"523",239
"524",239
"525",239
"526",239
"527",239
"528",239
"529",239
"530",239
"531",240
"532",241
"533",241
"534",242
"535",154
"536",242
"537",242
"538",243
"539",230
"540",244
"541",244
"542",245
"543",20
"544",245
"545",215
"546",242
"547",246
"548",54
"549",226
"550",247
"551",248
"552",249
"553",250
"554",54
"555",155
"556",251
"557",252
"558",253
"559",254
"560",255
"561",226
"562",255
"563",256
"564",254
"565",257
"566",234
"567",64
"568",204
"569",141
"570",258
"571",203
"572",203
"573",203
"574",203
"575",203
"576",234
"577",47
"578",259
"579",152
"580",176
"581",260
"582",261
"583",133
"584",65
"585",65
"586",262
"587",133
"588",263
"589",126
"590",264
"591",257
"592",4
"593",6
"594",7
"595",265
"596",264
"597",266
"598",267
"599",264
"600",268
"601",269
"602",270
"603",271
"604",272
"605",75
"606",77
"607",273
"608",274
"609",274
"610",274
"611",274
"612",275
"613",276
"614",276
"615",277
"616",277
"617",278
"618",279
"619",280
"620",281
"621",282
"622",283
"623",283
"624",283
"625",283
"626",284
"627",283
"628",283
"629",279
"630",279
"631",280
"632",279
"633",279
"634",285
"635",285
"636",279
"637",279
"638",279
"639",280
"640",280
"641",279
"642",285
"643",285
"644",279
"645",276
"646",280
"647",286
"648",286
"649",136
"650",285
"651",285
"652",279
"653",279
"654",279
"655",279
"656",287
"657",47
"658",285
"659",285
"660",279
"661",279
"662",280
"663",279
"664",279
"665",285
"666",285
"667",23
"668",288
"669",289
"670",78
"671",222
"672",288
"673",215
"674",76
"675",4
"676",55
"677",36
"678",22
"679",290
"680",291
"681",11
"682",292
"683",257
"684",37
"685",265
"686",36
"687",75
"688",4
"689",267
"690",222
"691",222
"692",222
"693",293
"694",79
"695",294
"696",72
"697",14
"698",79
"699",17
"700",267
"701",267
"702",79
"703",76
"704",14
"705",5
"706",134
"707",78
"708",43
"709",128
"710",75
"711",295
"712",295
"713",4
"714",6
"715",55
"716",296
"717",78
"718",23
"719",297
"720",298
"721",84
"722",40
"723",75
"724",77
"725",299
"726",176
"727",300
"728",114
"729",13
"730",75
"731",301
"732",299
"733",302
"734",302
"735",303
"736",303
"737",304
"738",305
"739",305
"740",306
"741",307
"742",307
"743",307
"744",307
"745",1
"746",308
"747",271
"748",283
"749",275
"750",120
"751",175
"752",75
"753",143
"754",299
"755",143
"756",132
"757",309
"758",310
"759",276
"760",13
"761",75
"762",301
"763",299
"764",273
"765",299
"766",311
"767",134
"768",312
"769",304
"770",313
"771",314
"772",315
"773",315
"774",37
"775",316
"776",317
"777",176
"778",318
"779",319
"780",88
"781",320
"782",321
"783",147
"784",261
"785",49
"786",49
"787",322
"788",323
"789",324
"790",325
"791",38
"792",326
"793",326
"794",326
"795",327
"796",23
"797",328
"798",22
"799",36
"800",329
"801",330
"802",330
"803",331
"804",132
"805",77
"806",38
"807",332
"808",333
"809",334
"810",335
"811",336
"812",337
"813",338
"814",337
"815",321
"816",339
"817",334
"818",340
"819",341
"820",341
"821",342
"822",343
"823",6
"824",344
"825",327
"826",345
"827",55
"828",344
"829",291
"830",11
"831",55
"832",55
"833",265
"834",257
"835",37
"836",346
"837",4
"838",267
"839",222
"840",222
"841",222
"842",293
"843",79
"844",294
"845",72
"846",14
"847",79
"848",17
"849",347
"850",267
"851",79
"852",76
"853",14
"854",5
"855",134
"856",78
"857",290
"858",128
"859",75
"860",348
"861",128
"862",349
"863",292
"864",350
"865",350
"866",351
"867",352
"868",352
"869",352
"870",352
"871",352
"872",352
"873",352
"874",352
"875",352
"876",352
"877",352
"878",352
"879",352
"880",352
"881",352
"882",352
"883",352
"884",352
"885",352
"886",352
"887",352
"888",352
"889",352
"890",352
"891",352
"892",353
"893",353
"894",353
"895",353
"896",354
"897",353
"898",315
"899",315
"900",21
"901",21
"902",315
"903",355
"904",356
"905",356
"906",357
"907",357
"908",176
"909",89
"910",90
"911",358
"912",313
"913",359
"914",360
"915",65
"916",361
"917",273
"918",273
"919",362
"920",126
"921",94
"922",94
"923",363
"924",152
"925",273
"926",362
"927",94
"928",94
"929",126
"930",363
"931",152
"932",361
"933",349
"934",124
"935",362
"936",94
"937",126
"938",37
"939",307
"940",364
"941",359
"942",360
"943",365
"944",315
"945",361
"946",365
"947",261
"948",270
"949",271
"950",176
"951",23
"952",366
"953",367
"954",22
"955",38
"956",261
"957",368
"958",369
"959",369
"960",370
"961",371
"962",371
"963",371
"964",369
"965",369
"966",370
"967",371
"968",371
"969",371
"970",110
"971",372
"972",373
"973",373
"974",374
"975",374
"976",373
"977",373
"978",373
"979",374
"980",374
