"","x"
"453",91
"454",121
"455",80
"456",122
"457",13
"458",74
"459",80
"460",17
"461",18
"462",19
"463",80
"464",115
"465",14
"466",5
"467",123
"468",8
"469",116
"470",124
"471",44
"472",207
"473",124
"474",134
"475",118
"476",208
"477",208
"478",209
"479",210
"480",210
"481",210
"482",210
"483",210
"484",210
"485",210
"486",210
"487",210
"488",210
"489",210
"490",210
"491",210
"492",210
"493",210
"494",210
"495",210
"496",210
"497",210
"498",210
"499",210
"500",210
"501",210
"502",210
"503",210
"504",211
"505",211
"506",211
"507",211
"508",212
"509",211
"510",174
"511",174
"512",22
"513",22
"514",174
"515",213
"516",214
"517",214
"518",215
"519",215
"520",81
"521",216
"522",217
"523",144
"524",172
"525",218
"526",219
"527",68
"528",220
"529",98
"530",98
"531",221
"532",86
"533",170
"534",170
"535",222
"536",223
"537",98
"538",221
"539",170
"540",170
"541",86
"542",222
"543",223
"544",220
"545",134
"546",38
"547",221
"548",170
"549",86
"550",38
"551",162
"552",224
"553",218
"554",219
"555",225
"556",174
"557",220
"558",225
"559",83
"560",94
"561",164
"562",81
"563",24
"564",226
"565",227
"566",23
"567",39
"568",83
"569",228
"570",229
"571",229
"572",230
"573",231
"574",231
"575",231
"576",229
"577",229
"578",230
"579",231
"580",231
"581",231
"582",147
"583",232
"584",130
"585",233
"586",234
"587",234
"588",130
"589",233
"590",233
"591",234
"592",234
