InstrumentationRegistry.getTargetContext Context.getPackageName
MediaPlayer.create Uri.parse Button.setVisibility Button.setVisibility Button.setOnClickListener Button.setOnClickListener AudioManager.getStreamMaxVolume SeekBar.setMax AudioManager.getStreamVolume SeekBar.setProgress SeekBar.setOnSeekBarChangeListener SeekBar.new AudioManager.setStreamVolume SeekBar.setMax MediaPlayer.getDuration SeekBar.setProgress SeekBar.setProgress MediaPlayer.getCurrentPosition SeekBar.setOnSeekBarChangeListener SeekBar.new MediaPlayer.seekTo
View.getId MediaPlayer.start MediaPlayer.pause MediaPlayer.isPlaying Button.setVisibility Button.setVisibility MediaPlayer.isPlaying Button.setVisibility Button.setVisibility
MediaPlayer.isPlaying MediaPlayer.stop
VideoView.setVideoURI Uri.parse MediaController.new MediaController.setAnchorView VideoView.setMediaController VideoView.start
InstrumentationRegistry.getTargetContext Context.getPackageName
FloatingActionButton.setOnClickListener View.new SpannableString.new TextView.getText ClickableSpan.new ds.setUnderlineText ds.setTypeface Typeface.create ds.getTypeface SpannableString.setSpan TextView.getText TextView.setText TextView.setMovementMethod LinkMovementMethod.getInstance e.printStackTrace Bundle.new Bundle.putString
CalligraphyContextWrapper.wrap
Uri.parse
MenuItem.getItemId Uri.fromParts String.new Uri.parse
MaterialDialog.new Uri.parse MaterialDialog.show
MaterialDialog.new MaterialDialog.new MaterialDialog.new MaterialDialog.show
MaterialDialog.new MaterialDialog.new MaterialDialog.show
IInAppBillingService.getPurchases e.printStackTrace Bundle.getInt Bundle.getStringArrayList ArrayList<String>.size ArrayList<String>.get String.equals String.equals String.equals IInAppBillingService.getBuyIntent Bundle.getInt Bundle.getParcelable PendingIntent.getIntentSender e.printStackTrace
JSONObject.new JSONObject.getString e.printStackTrace
CalligraphyContextWrapper.wrap
MenuItem.getItemId
ButterKnife.bind Toolbar.setTitle ArrayList<String>.add ArrayList<String>.add ArrayList<String>.add ArrayList<String>.add ArrayList<String>.add ArrayList<String>.add ArrayList<String>.add ArrayAdapter<String>.setDropDownViewResource Spinner.setAdapter SeekBar.setMax SeekBar.setMax RelativeLayout.setOnClickListener View.new SeekBar.setProgress SeekBar.setProgress Spinner.setSelection RelativeLayout.setOnClickListener View.new RelativeLayout.setOnClickListener View.new SeekBar.setOnSeekBarChangeListener SeekBar.setOnSeekBarChangeListener Spinner.setOnItemSelectedListener Bundle.new Bundle.putString
MobileAds.initialize AdRequest.new AdView.loadAd AdView.setVisibility AdView.setVisibility
AdView.resume
AdView.pause
AdView.destroy
SeekBar.new
TextView.setText TextView.setText TextView.setText TextView.setText e.printStackTrace TextView.setText TextView.setText TextView.setText TextView.setText e.printStackTrace TextView.setText TextView.setText TextView.setText TextView.setText e.printStackTrace TextView.setText TextView.setText TextView.setText TextView.setText e.printStackTrace TextView.setText TextView.setText TextView.setText TextView.setText e.printStackTrace TextView.setText TextView.setText TextView.setText TextView.setText e.printStackTrace TextView.setText TextView.setText TextView.setText TextView.setText e.printStackTrace
SeekBar.new SeekBar.new SeekBar.new SeekBar.new SeekBar.new SeekBar.new SeekBar.new
SeekBar.new
MaterialDialog.new input.equals input.toString Dialog.dismiss MaterialDialog.new Dialog.dismiss
MaterialDialog.new text.toString
SeekBar.OnSeekBarChangeListener.onProgressChanged SeekBar.OnSeekBarChangeListener.onProgressChanged SeekBar.OnSeekBarChangeListener.onProgressChanged SeekBar.OnSeekBarChangeListener.onProgressChanged SeekBar.OnSeekBarChangeListener.onProgressChanged SeekBar.OnSeekBarChangeListener.onProgressChanged SeekBar.OnSeekBarChangeListener.onProgressChanged SeekBar.OnSeekBarChangeListener.onProgressChanged SeekBar.getProgress SeekBar.OnSeekBarChangeListener.onProgressChanged SeekBar.getProgress AdapterView.OnItemSelectedListener.onItemSelected Spinner.getSelectedItemPosition
