"","x"
"453",211
"454",203
"455",201
"456",204
"457",201
"458",96
"459",48
"460",217
"461",199
"462",200
"463",218
"464",218
"465",205
"466",218
"467",218
"468",219
"469",55
"470",220
"471",221
"472",221
"473",221
"474",222
"475",223
"476",224
"477",225
"478",38
"479",226
"480",226
"481",226
"482",226
"483",55
"484",219
"485",227
"486",228
"487",217
"488",229
"489",230
"490",230
"491",230
"492",62
"493",231
"494",232
"495",220
"496",226
"497",87
"498",112
"499",233
"500",234
"501",195
"502",235
"503",206
"504",236
"505",236
"506",237
"507",237
"508",237
"509",238
"510",239
"511",58
"512",238
"513",240
"514",240
"515",240
"516",240
"517",241
"518",241
"519",241
"520",241
"521",241
"522",241
"523",241
"524",241
"525",241
"526",241
"527",241
"528",241
"529",241
"530",241
"531",242
"532",243
"533",243
"534",244
"535",156
"536",244
"537",244
"538",245
"539",232
"540",246
"541",246
"542",247
"543",21
"544",247
"545",217
"546",244
"547",248
"548",55
"549",228
"550",249
"551",250
"552",251
"553",252
"554",55
"555",157
"556",253
"557",254
"558",255
"559",256
"560",257
"561",228
"562",257
"563",258
"564",256
"565",259
"566",236
"567",66
"568",206
"569",143
"570",260
"571",205
"572",205
"573",205
"574",205
"575",205
"576",236
"577",48
"578",261
"579",154
"580",262
"581",263
"582",264
"583",135
"584",67
"585",67
"586",265
"587",135
"588",266
"589",137
"590",267
"591",259
"592",4
"593",6
"594",7
"595",268
"596",267
"597",269
"598",270
"599",267
"600",271
"601",272
"602",273
"603",274
"604",275
"605",77
"606",276
"607",277
"608",278
"609",278
"610",278
"611",278
"612",279
"613",280
"614",280
"615",281
"616",281
"617",282
"618",283
"619",284
"620",285
"621",286
"622",287
"623",287
"624",287
"625",287
"626",288
"627",287
"628",287
"629",283
"630",283
"631",284
"632",283
"633",283
"634",289
"635",289
"636",283
"637",283
"638",283
"639",284
"640",284
"641",283
"642",289
"643",289
"644",283
"645",280
"646",284
"647",290
"648",290
"649",138
"650",289
"651",289
"652",283
"653",283
"654",283
"655",283
"656",291
"657",48
"658",289
"659",289
"660",283
"661",283
"662",284
"663",283
"664",283
"665",289
"666",289
"667",24
"668",292
"669",293
"670",8
"671",224
"672",292
"673",217
"674",294
"675",4
"676",56
"677",37
"678",23
"679",295
"680",296
"681",11
"682",297
"683",259
"684",38
"685",268
"686",37
"687",77
"688",4
"689",270
"690",224
"691",224
"692",224
"693",298
"694",81
"695",299
"696",300
"697",73
"698",81
"699",17
"700",270
"701",19
"702",81
"703",294
"704",14
"705",5
"706",136
"707",8
"708",44
"709",130
"710",77
"711",301
"712",301
"713",302
"714",14
"715",303
"716",304
"717",4
"718",4
"719",4
"720",62
"721",62
"722",305
"723",74
"724",73
"725",81
"726",17
"727",306
"728",307
"729",19
"730",81
"731",308
"732",309
"733",297
"734",276
"735",4
"736",310
"737",130
"738",77
"739",178
"740",137
"741",311
"742",312
"743",138
"744",286
"745",313
"746",294
"747",314
"748",315
"749",7
"750",316
"751",270
"752",270
"753",270
"754",317
"755",318
"756",319
"757",317
"758",319
"759",320
"760",306
"761",306
"762",38
"763",112
"764",313
"765",177
"766",171
"767",307
"768",226
"769",76
"770",24
"771",321
"772",322
"773",86
"774",41
"775",77
"776",79
"777",323
"778",262
"779",324
"780",116
"781",13
"782",77
"783",325
"784",323
"785",326
"786",326
"787",327
"788",327
"789",328
"790",329
"791",329
"792",330
"793",331
"794",331
"795",331
"796",331
"797",1
"798",332
"799",274
"800",287
"801",279
"802",122
"803",177
"804",77
"805",145
"806",323
"807",145
"808",134
"809",319
"810",333
"811",280
"812",13
"813",77
"814",325
"815",323
"816",277
"817",323
"818",334
"819",136
"820",335
"821",328
"822",336
"823",337
"824",338
"825",338
"826",38
"827",339
"828",340
"829",262
"830",341
"831",342
"832",90
"833",343
"834",344
"835",149
"836",264
"837",50
"838",50
"839",345
"840",346
"841",347
"842",348
"843",39
"844",349
"845",349
"846",349
"847",312
"848",24
"849",350
"850",23
"851",37
"852",351
"853",352
"854",352
"855",353
"856",134
"857",79
"858",39
"859",354
"860",355
"861",78
"862",356
"863",357
"864",358
"865",359
"866",358
"867",344
"868",360
"869",78
"870",361
"871",362
"872",362
"873",363
"874",364
"875",6
"876",365
"877",312
"878",366
"879",56
"880",365
"881",296
"882",11
"883",56
"884",56
"885",268
"886",259
"887",38
"888",367
"889",4
"890",270
"891",224
"892",224
"893",224
"894",298
"895",81
"896",299
"897",300
"898",73
"899",81
"900",17
"901",368
"902",19
"903",81
"904",294
"905",14
"906",5
"907",136
"908",8
"909",295
"910",130
"911",77
"912",369
"913",130
"914",309
"915",297
"916",370
"917",370
"918",371
"919",372
"920",372
"921",372
"922",372
"923",372
"924",372
"925",372
"926",372
"927",372
"928",372
"929",372
"930",372
"931",372
"932",372
"933",372
"934",372
"935",372
"936",372
"937",372
"938",372
"939",372
"940",372
"941",372
"942",372
"943",372
"944",373
"945",373
"946",373
"947",373
"948",374
"949",373
"950",338
"951",338
"952",22
"953",22
"954",338
"955",375
"956",376
"957",376
"958",377
"959",377
"960",262
"961",91
"962",92
"963",318
"964",336
"965",378
"966",379
"967",67
"968",380
"969",277
"970",277
"971",381
"972",128
"973",96
"974",96
"975",382
"976",154
"977",277
"978",381
"979",96
"980",96
"981",128
"982",382
"983",154
"984",380
"985",309
"986",126
"987",381
"988",96
"989",128
"990",38
"991",331
"992",383
"993",378
"994",379
"995",384
"996",338
"997",380
"998",384
"999",264
"1000",273
"1001",274
"1002",262
"1003",24
"1004",385
"1005",386
"1006",23
"1007",39
"1008",264
"1009",387
"1010",388
"1011",388
"1012",389
"1013",390
"1014",390
"1015",390
"1016",388
"1017",388
"1018",389
"1019",390
"1020",390
"1021",390
"1022",112
"1023",391
"1024",392
"1025",392
"1026",393
"1027",393
"1028",392
"1029",392
"1030",392
"1031",393
"1032",393
