"","x"
"1",1
"2",2
"3",3
"4",4
"5",5
"6",1
"7",6
"8",7
"9",8
"10",9
"11",10
"12",10
"13",10
"14",11
"15",12
"16",7
"17",13
"18",14
"19",15
"20",16
