"48",1
"49",2
"50",3
"51",4
"52",5
"53",6
"54",7
"55",8
"56",9
"57",10
"58",11
"59",12
"60",3
"61",2
"62",13
"63",1
"64",11
"65",11
"66",11
"67",14
"68",11
"69",14
"70",14
"71",15
"72",16
"73",11
"74",15
"75",16
"76",16
"77",11
"78",17
"79",17
"80",16
"81",18
"82",19
"83",19
"84",6
"85",20
"86",21
"87",22
"88",23
"89",24
