"","x"
"2444",1242
"2445",1243
"2446",1244
"2447",606
"2448",1245
"2449",1245
"2450",570
"2451",581
"2452",557
"2453",482
"2454",1246
"2455",486
"2456",487
"2457",1247
"2458",1248
"2459",1249
"2460",1250
"2461",1251
"2462",1252
"2463",1253
"2464",1254
"2465",1255
"2466",1235
"2467",1256
"2468",1257
"2469",1258
"2470",1259
"2471",1260
"2472",1261
"2473",1262
"2474",1263
"2475",1264
"2476",1265
"2477",1266
"2478",1267
"2479",1268
"2480",1269
"2481",1270
"2482",1271
"2483",1272
"2484",1273
"2485",1274
"2486",1275
"2487",1276
"2488",1277
"2489",1255
"2490",1235
"2491",1278
"2492",1279
"2493",1280
"2494",1280
"2495",1281
"2496",1263
"2497",1282
"2498",1283
"2499",1266
"2500",1267
"2501",1284
"2502",1285
"2503",1286
"2504",1287
"2505",1128
"2506",825
"2507",200
"2508",200
"2509",825
"2510",199
"2511",1288
"2512",1289
"2513",1290
"2514",1291
"2515",1292
"2516",1293
"2517",1099
"2518",1099
"2519",1099
"2520",1294
"2521",1295
"2522",1296
"2523",1297
"2524",1099
"2525",1298
"2526",1298
"2527",1099
"2528",1099
"2529",1299
"2530",1300
"2531",69
"2532",1301
"2533",1302
"2534",1303
"2535",1302
"2536",1304
"2537",1305
"2538",652
"2539",1306
"2540",1307
"2541",1308
"2542",1309
"2543",1310
"2544",1006
"2545",1311
"2546",1312
"2547",1313
"2548",654
"2549",654
"2550",654
"2551",654
"2552",654
"2553",1314
"2554",1315
"2555",732
"2556",1316
"2557",1317
"2558",1318
"2559",1319
"2560",1320
"2561",1321
"2562",1322
"2563",1014
"2564",86
"2565",1323
"2566",13
"2567",1324
"2568",1052
"2569",1052
"2570",1325
"2571",1326
"2572",1327
"2573",1328
"2574",543
"2575",1329
"2576",1330
"2577",1331
"2578",1332
"2579",1333
"2580",1333
"2581",1334
"2582",1261
"2583",1335
"2584",654
"2585",1336
"2586",1337
"2587",1338
"2588",1339
"2589",1340
"2590",526
"2591",1341
"2592",1342
"2593",1343
"2594",1344
"2595",1345
"2596",1346
"2597",116
"2598",116
"2599",1347
"2600",1348
"2601",1349
"2602",1350
"2603",488
"2604",1350
"2605",1351
"2606",488
"2607",169
"2608",181
"2609",1352
"2610",332
"2611",1353
"2612",169
"2613",441
"2614",441
"2615",441
"2616",441
"2617",89
"2618",1354
"2619",1355
"2620",1356
"2621",1357
"2622",1358
"2623",460
"2624",1359
"2625",1359
"2626",1346
"2627",1360
"2628",1361
"2629",1351
"2630",537
"2631",1362
"2632",1359
"2633",1363
"2634",1364
"2635",1365
"2636",1366
"2637",1367
"2638",1368
"2639",1369
"2640",975
"2641",726
"2642",1370
"2643",1371
"2644",1372
"2645",285
"2646",285
"2647",1373
"2648",1374
"2649",1375
"2650",1376
"2651",825
"2652",537
"2653",1377
"2654",1377
"2655",1354
"2656",1092
"2657",1378
"2658",1378
"2659",1378
"2660",248
"2661",1104
"2662",1379
"2663",1380
"2664",1381
"2665",1382
"2666",1383
"2667",1384
"2668",1385
"2669",1386
"2670",569
"2671",557
"2672",482
"2673",729
"2674",731
"2675",487
"2676",486
"2677",1156
"2678",471
"2679",1387
"2680",1388
"2681",1389
"2682",1390
"2683",1391
"2684",726
"2685",332
"2686",939
"2687",1392
"2688",1393
"2689",1394
"2690",1395
"2691",1396
"2692",1397
"2693",1398
"2694",1399
"2695",975
"2696",169
"2697",169
"2698",441
"2699",800
"2700",1400
"2701",1401
"2702",1400
"2703",1402
"2704",1400
"2705",1402
"2706",1400
"2707",1402
"2708",1400
"2709",1402
"2710",1403
"2711",1404
"2712",195
"2713",1377
"2714",1338
"2715",1405
"2716",1406
"2717",1407
"2718",1408
"2719",1409
"2720",1404
"2721",1410
"2722",195
"2723",195
"2724",1407
"2725",743
"2726",1411
"2727",537
"2728",1412
"2729",128
"2730",406
"2731",62
"2732",128
"2733",1381
"2734",1413
"2735",1414
"2736",920
"2737",920
"2738",1014
"2739",1415
"2740",1054
"2741",1416
"2742",195
"2743",1392
"2744",438
"2745",975
"2746",1417
"2747",13
"2748",195
"2749",1392
"2750",438
"2751",975
"2752",1417
"2753",13
"2754",1418
"2755",1419
"2756",197
"2757",181
"2758",1420
"2759",1421
"2760",1422
"2761",30
"2762",1423
"2763",1164
"2764",1424
"2765",30
"2766",975
"2767",1425
"2768",1417
"2769",1426
"2770",195
"2771",1392
"2772",438
"2773",975
"2774",1417
"2775",13
"2776",1427
"2777",1428
"2778",1429
"2779",1429
"2780",1430
"2781",1431
"2782",1432
"2783",197
"2784",411
"2785",1433
"2786",85
"2787",1434
"2788",1435
"2789",181
"2790",1436
"2791",195
"2792",1437
"2793",1438
"2794",1439
"2795",1439
"2796",442
"2797",1440
"2798",1441
"2799",1442
"2800",1443
"2801",1444
"2802",1445
"2803",1446
"2804",169
"2805",1447
"2806",1448
"2807",1449
"2808",1447
"2809",312
"2810",1450
"2811",1451
"2812",1452
"2813",1453
"2814",1454
"2815",1354
"2816",1455
"2817",1456
"2818",1456
"2819",169
"2820",1457
"2821",1458
"2822",1459
"2823",1372
"2824",1460
"2825",1433
"2826",1433
"2827",85
"2828",1434
"2829",1461
"2830",1462
"2831",1463
"2832",1463
"2833",1464
"2834",1465
"2835",1466
"2836",1467
"2837",1468
"2838",1469
"2839",1470
"2840",231
"2841",197
"2842",181
"2843",1471
"2844",1472
"2845",20
"2846",197
"2847",1359
"2848",181
"2849",19
"2850",128
"2851",418
"2852",1347
"2853",1473
"2854",76
"2855",76
"2856",1474
"2857",197
"2858",1417
"2859",1426
"2860",1475
"2861",20
"2862",76
"2863",76
"2864",1436
"2865",1476
"2866",1437
"2867",1417
"2868",1477
"2869",1478
"2870",1479
"2871",197
"2872",1480
"2873",1372
"2874",1481
"2875",1482
"2876",1483
"2877",1417
"2878",1426
"2879",1425
"2880",1425
"2881",1484
"2882",195
"2883",1485
"2884",1486
"2885",838
"2886",1487
"2887",1488
"2888",1420
"2889",195
"2890",76
"2891",1489
"2892",1490
"2893",1426
"2894",1491
"2895",1477
"2896",825
"2897",1492
"2898",1493
"2899",211
"2900",1494
"2901",1164
"2902",1380
"2903",1495
"2904",1496
"2905",669
"2906",1497
"2907",1498
"2908",1463
"2909",1463
"2910",1499
"2911",669
"2912",1500
"2913",1501
"2914",1502
"2915",1503
"2916",1504
"2917",1504
"2918",1498
"2919",1463
"2920",1463
"2921",1501
"2922",1502
"2923",1372
"2924",331
"2925",941
"2926",1505
"2927",231
"2928",20
"2929",1506
"2930",1507
"2931",1508
"2932",231
"2933",20
"2934",1506
"2935",20
"2936",1506
"2937",1509
"2938",62
"2939",1510
"2940",211
"2941",1511
"2942",1359
"2943",1512
"2944",1513
"2945",1514
"2946",1515
"2947",1516
"2948",1517
"2949",1518
"2950",1519
"2951",1520
"2952",1452
"2953",1452
"2954",1452
"2955",1452
"2956",1452
"2957",1452
"2958",1452
"2959",1008
"2960",1521
"2961",498
"2962",499
"2963",1522
"2964",1523
"2965",1524
"2966",182
"2967",276
"2968",276
"2969",276
"2970",1525
"2971",1525
"2972",1525
"2973",1525
"2974",1009
"2975",1526
"2976",1527
"2977",43
"2978",1528
"2979",1529
"2980",1530
"2981",1008
"2982",1531
"2983",498
"2984",1532
"2985",1008
"2986",1533
"2987",1534
"2988",1534
"2989",1535
"2990",195
"2991",1536
"2992",1537
"2993",1538
"2994",1539
"2995",1540
"2996",1541
"2997",1542
"2998",1543
"2999",1544
"3000",1545
